Query_ID,Index_Name,Evaluation_Date,Precision@1,Recall@1,F1-Score@1,Precision@2,Recall@2,F1-Score@2,Precision@3,Recall@3,F1-Score@3,Precision@4,Recall@4,F1-Score@4,Precision@5,Recall@5,F1-Score@5,Precision@6,Recall@6,F1-Score@6,Precision@7,Recall@7,F1-Score@7,Precision@8,Recall@8,F1-Score@8,Precision@9,Recall@9,F1-Score@9,Precision@10,Recall@10,F1-Score@10,Precision@11,Recall@11,F1-Score@11,Precision@12,Recall@12,F1-Score@12,Precision@13,Recall@13,F1-Score@13,Precision@14,Recall@14,F1-Score@14,Precision@15,Recall@15,F1-Score@15,Precision@16,Recall@16,F1-Score@16,Precision@17,Recall@17,F1-Score@17,Precision@18,Recall@18,F1-Score@18,Precision@19,Recall@19,F1-Score@19,Precision@20,Recall@20,F1-Score@20,Average_Precision
Q2,aphorisms_embeddings_2,2026-01-09T22:51:22.827803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0625,0.06896551724137931,0.14285714285714285,0.125,0.13333333333333333,0.13333333333333333,0.125,0.12903225806451615,0.125,0.125,0.125,0.11764705882352941,0.125,0.12121212121212122,0.1111111111111111,0.125,0.11764705882352941,0.10526315789473684,0.125,0.11428571428571428,0.1,0.125,0.11111111111111112,0.10989010989010989
Q2,aphorisms_hybrid,2026-01-09T22:51:22.827808,1.0,0.0625,0.11764705882352941,1.0,0.125,0.2222222222222222,0.6666666666666666,0.125,0.21052631578947367,0.5,0.125,0.2,0.6,0.1875,0.2857142857142857,0.6666666666666666,0.25,0.36363636363636365,0.5714285714285714,0.25,0.34782608695652173,0.5,0.25,0.3333333333333333,0.5555555555555556,0.3125,0.39999999999999997,0.6,0.375,0.4615384615384615,0.5454545454545454,0.375,0.4444444444444444,0.5833333333333334,0.4375,0.5,0.5384615384615384,0.4375,0.4827586206896552,0.5,0.4375,0.4666666666666667,0.4666666666666667,0.4375,0.45161290322580644,0.4375,0.4375,0.4375,0.4117647058823529,0.4375,0.42424242424242425,0.4444444444444444,0.5,0.47058823529411764,0.42105263157894735,0.5,0.45714285714285713,0.45,0.5625,0.5,0.6555555555555556
Q3,aphorisms_basic,2026-01-09T22:51:22.827816,1.0,0.07692307692307693,0.14285714285714288,0.5,0.07692307692307693,0.13333333333333336,0.3333333333333333,0.07692307692307693,0.125,0.5,0.15384615384615385,0.23529411764705882,0.4,0.15384615384615385,0.2222222222222222,0.3333333333333333,0.15384615384615385,0.21052631578947367,0.2857142857142857,0.15384615384615385,0.2,0.25,0.15384615384615385,0.1904761904761905,0.2222222222222222,0.15384615384615385,0.18181818181818185,0.2,0.15384615384615385,0.17391304347826086,0.2727272727272727,0.23076923076923078,0.24999999999999994,0.3333333333333333,0.3076923076923077,0.32,0.3076923076923077,0.3076923076923077,0.3076923076923077,0.2857142857142857,0.3076923076923077,0.29629629629629634,0.26666666666666666,0.3076923076923077,0.28571428571428575,0.25,0.3076923076923077,0.27586206896551724,0.23529411764705882,0.3076923076923077,0.26666666666666666,0.2222222222222222,0.3076923076923077,0.2580645161290323,0.21052631578947367,0.3076923076923077,0.25,0.2,0.3076923076923077,0.24242424242424246,0.5265151515151515
Q3,aphorisms_stemmed,2026-01-09T22:51:22.827823,0.0,0.0,0.0,0.5,0.07692307692307693,0.13333333333333336,0.3333333333333333,0.07692307692307693,0.125,0.25,0.07692307692307693,0.11764705882352941,0.2,0.07692307692307693,0.1111111111111111,0.3333333333333333,0.15384615384615385,0.21052631578947367,0.2857142857142857,0.15384615384615385,0.2,0.25,0.15384615384615385,0.1904761904761905,0.2222222222222222,0.15384615384615385,0.18181818181818185,0.2,0.15384615384615385,0.17391304347826086,0.18181818181818182,0.15384615384615385,0.16666666666666669,0.16666666666666666,0.15384615384615385,0.16,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.21428571428571427,0.23076923076923078,0.22222222222222224,0.26666666666666666,0.3076923076923077,0.28571428571428575,0.3125,0.38461538461538464,0.3448275862068966,0.29411764705882354,0.38461538461538464,0.33333333333333337,0.2777777777777778,0.38461538461538464,0.3225806451612903,0.3157894736842105,0.46153846153846156,0.37499999999999994,0.3,0.46153846153846156,0.3636363636363637,0.3265097840755736
Q3,aphorisms_bigram,2026-01-09T22:51:22.827828,0.0,0.0,0.0,0.5,0.07692307692307693,0.13333333333333336,0.3333333333333333,0.07692307692307693,0.125,0.25,0.07692307692307693,0.11764705882352941,0.2,0.07692307692307693,0.1111111111111111,0.16666666666666666,0.07692307692307693,0.10526315789473684,0.14285714285714285,0.07692307692307693,0.1,0.25,0.15384615384615385,0.1904761904761905,0.2222222222222222,0.15384615384615385,0.18181818181818185,0.2,0.15384615384615385,0.17391304347826086,0.18181818181818182,0.15384615384615385,0.16666666666666669,0.25,0.23076923076923078,0.24000000000000002,0.3076923076923077,0.3076923076923077,0.3076923076923077,0.2857142857142857,0.3076923076923077,0.29629629629629634,0.26666666666666666,0.3076923076923077,0.28571428571428575,0.25,0.3076923076923077,0.27586206896551724,0.29411764705882354,0.38461538461538464,0.33333333333333337,0.2777777777777778,0.38461538461538464,0.3225806451612903,0.2631578947368421,0.38461538461538464,0.3125,0.25,0.38461538461538464,0.30303030303030304,0.32036199095022627
Q3,aphorisms_embeddings_1,2026-01-09T22:51:22.827833,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.07692307692307693,0.125,0.25,0.07692307692307693,0.11764705882352941,0.4,0.15384615384615385,0.2222222222222222,0.3333333333333333,0.15384615384615385,0.21052631578947367,0.42857142857142855,0.23076923076923078,0.3,0.5,0.3076923076923077,0.380952380952381,0.4444444444444444,0.3076923076923077,0.3636363636363637,0.4,0.3076923076923077,0.34782608695652173,0.36363636363636365,0.3076923076923077,0.33333333333333337,0.4166666666666667,0.38461538461538464,0.4,0.46153846153846156,0.46153846153846156,0.46153846153846156,0.5,0.5384615384615384,0.5185185185185186,0.4666666666666667,0.5384615384615384,0.5,0.4375,0.5384615384615384,0.4827586206896552,0.4117647058823529,0.5384615384615384,0.4666666666666667,0.3888888888888889,0.5384615384615384,0.45161290322580644,0.3684210526315789,0.5384615384615384,0.4375,0.35,0.5384615384615384,0.4242424242424242,0.4343014128728414
Q3,aphorisms_embeddings_2,2026-01-09T22:51:22.827839,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.07692307692307693,0.125,0.25,0.07692307692307693,0.11764705882352941,0.2,0.07692307692307693,0.1111111111111111,0.16666666666666666,0.07692307692307693,0.10526315789473684,0.14285714285714285,0.07692307692307693,0.1,0.125,0.07692307692307693,0.09523809523809525,0.2222222222222222,0.15384615384615385,0.18181818181818185,0.3,0.23076923076923078,0.2608695652173913,0.2727272727272727,0.23076923076923078,0.24999999999999994,0.25,0.23076923076923078,0.24000000000000002,0.3076923076923077,0.3076923076923077,0.3076923076923077,0.2857142857142857,0.3076923076923077,0.29629629629629634,0.26666666666666666,0.3076923076923077,0.28571428571428575,0.25,0.3076923076923077,0.27586206896551724,0.23529411764705882,0.3076923076923077,0.26666666666666666,0.2222222222222222,0.3076923076923077,0.2580645161290323,0.21052631578947367,0.3076923076923077,0.25,0.2,0.3076923076923077,0.24242424242424246,0.2908119658119658
Q3,aphorisms_hybrid,2026-01-09T22:51:22.827844,0.0,0.0,0.0,0.5,0.07692307692307693,0.13333333333333336,0.3333333333333333,0.07692307692307693,0.125,0.25,0.07692307692307693,0.11764705882352941,0.2,0.07692307692307693,0.1111111111111111,0.3333333333333333,0.15384615384615385,0.21052631578947367,0.42857142857142855,0.23076923076923078,0.3,0.375,0.23076923076923078,0.2857142857142857,0.4444444444444444,0.3076923076923077,0.3636363636363637,0.4,0.3076923076923077,0.34782608695652173,0.36363636363636365,0.3076923076923077,0.33333333333333337,0.3333333333333333,0.3076923076923077,0.32,0.38461538461538464,0.38461538461538464,0.38461538461538464,0.35714285714285715,0.38461538461538464,0.3703703703703704,0.3333333333333333,0.38461538461538464,0.3571428571428571,0.3125,0.38461538461538464,0.3448275862068966,0.29411764705882354,0.38461538461538464,0.33333333333333337,0.2777777777777778,0.38461538461538464,0.3225806451612903,0.2631578947368421,0.38461538461538464,0.3125,0.3,0.46153846153846156,0.3636363636363637,0.3984940984940985
Q4,aphorisms_basic,2026-01-09T22:51:22.827850,0.0,0.0,0.0,0.5,0.058823529411764705,0.10526315789473684,0.6666666666666666,0.11764705882352941,0.2,0.5,0.11764705882352941,0.19047619047619047,0.4,0.11764705882352941,0.1818181818181818,0.5,0.17647058823529413,0.2608695652173913,0.42857142857142855,0.17647058823529413,0.25,0.5,0.23529411764705882,0.31999999999999995,0.5555555555555556,0.29411764705882354,0.3846153846153846,0.5,0.29411764705882354,0.37037037037037035,0.5454545454545454,0.35294117647058826,0.42857142857142855,0.5,0.35294117647058826,0.41379310344827586,0.5384615384615384,0.4117647058823529,0.4666666666666667,0.5,0.4117647058823529,0.45161290322580644,0.5333333333333333,0.47058823529411764,0.5,0.5625,0.5294117647058824,0.5454545454545455,0.5294117647058824,0.5294117647058824,0.5294117647058824,0.5,0.5294117647058824,0.5142857142857143,0.47368421052631576,0.5294117647058824,0.5,0.45,0.5294117647058824,0.48648648648648646,0.5446635154968489
Q4,aphorisms_stemmed,2026-01-09T22:51:22.827856,1.0,0.058823529411764705,0.1111111111111111,1.0,0.11764705882352941,0.21052631578947367,1.0,0.17647058823529413,0.3,1.0,0.23529411764705882,0.38095238095238093,0.8,0.23529411764705882,0.3636363636363636,0.8333333333333334,0.29411764705882354,0.4347826086956522,0.7142857142857143,0.29411764705882354,0.4166666666666667,0.75,0.35294117647058826,0.48,0.6666666666666666,0.35294117647058826,0.46153846153846156,0.6,0.35294117647058826,0.4444444444444445,0.6363636363636364,0.4117647058823529,0.5,0.6666666666666666,0.47058823529411764,0.5517241379310345,0.6153846153846154,0.47058823529411764,0.5333333333333333,0.5714285714285714,0.47058823529411764,0.5161290322580646,0.6,0.5294117647058824,0.5625,0.5625,0.5294117647058824,0.5454545454545455,0.5882352941176471,0.5882352941176471,0.5882352941176471,0.5555555555555556,0.5882352941176471,0.5714285714285715,0.5263157894736842,0.5882352941176471,0.5555555555555555,0.5,0.5882352941176471,0.5405405405405405,0.8074598930481283
Q4,aphorisms_bigram,2026-01-09T22:51:22.827861,1.0,0.058823529411764705,0.1111111111111111,1.0,0.11764705882352941,0.21052631578947367,1.0,0.17647058823529413,0.3,0.75,0.17647058823529413,0.2857142857142857,0.8,0.23529411764705882,0.3636363636363636,0.8333333333333334,0.29411764705882354,0.4347826086956522,0.8571428571428571,0.35294117647058826,0.5,0.75,0.35294117647058826,0.48,0.6666666666666666,0.35294117647058826,0.46153846153846156,0.6,0.35294117647058826,0.4444444444444445,0.5454545454545454,0.35294117647058826,0.42857142857142855,0.5833333333333334,0.4117647058823529,0.4827586206896552,0.5384615384615384,0.4117647058823529,0.4666666666666667,0.5714285714285714,0.47058823529411764,0.5161290322580646,0.5333333333333333,0.47058823529411764,0.5,0.5,0.47058823529411764,0.48484848484848486,0.47058823529411764,0.47058823529411764,0.47058823529411764,0.5,0.5294117647058824,0.5142857142857143,0.47368421052631576,0.5294117647058824,0.5,0.45,0.5294117647058824,0.48648648648648646,0.7939153439153439
Q4,aphorisms_embeddings_1,2026-01-09T22:51:22.827867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.058823529411764705,0.0909090909090909,0.16666666666666666,0.058823529411764705,0.08695652173913045,0.14285714285714285,0.058823529411764705,0.08333333333333333,0.125,0.058823529411764705,0.07999999999999999,0.1111111111111111,0.058823529411764705,0.07692307692307691,0.1,0.058823529411764705,0.07407407407407408,0.09090909090909091,0.058823529411764705,0.07142857142857142,0.08333333333333333,0.058823529411764705,0.06896551724137931,0.15384615384615385,0.11764705882352941,0.13333333333333333,0.14285714285714285,0.11764705882352941,0.12903225806451615,0.13333333333333333,0.11764705882352941,0.125,0.1875,0.17647058823529413,0.1818181818181818,0.17647058823529413,0.17647058823529413,0.17647058823529413,0.16666666666666666,0.17647058823529413,0.17142857142857143,0.15789473684210525,0.17647058823529413,0.16666666666666669,0.15,0.17647058823529413,0.16216216216216214,0.18044871794871797
Q4,aphorisms_embeddings_2,2026-01-09T22:51:22.827872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.058823529411764705,0.07142857142857142,0.16666666666666666,0.11764705882352941,0.13793103448275862,0.15384615384615385,0.11764705882352941,0.13333333333333333,0.14285714285714285,0.11764705882352941,0.12903225806451615,0.2,0.17647058823529413,0.18750000000000003,0.1875,0.17647058823529413,0.1818181818181818,0.17647058823529413,0.17647058823529413,0.17647058823529413,0.16666666666666666,0.17647058823529413,0.17142857142857143,0.15789473684210525,0.17647058823529413,0.16666666666666669,0.15,0.17647058823529413,0.16216216216216214,0.15252525252525254
Q4,aphorisms_hybrid,2026-01-09T22:51:22.827877,1.0,0.058823529411764705,0.1111111111111111,1.0,0.11764705882352941,0.21052631578947367,1.0,0.17647058823529413,0.3,0.75,0.17647058823529413,0.2857142857142857,0.6,0.17647058823529413,0.2727272727272727,0.6666666666666666,0.23529411764705882,0.3478260869565218,0.7142857142857143,0.29411764705882354,0.4166666666666667,0.625,0.29411764705882354,0.4,0.6666666666666666,0.35294117647058826,0.46153846153846156,0.7,0.4117647058823529,0.5185185185185185,0.6363636363636364,0.4117647058823529,0.5,0.6666666666666666,0.47058823529411764,0.5517241379310345,0.6153846153846154,0.47058823529411764,0.5333333333333333,0.5714285714285714,0.47058823529411764,0.5161290322580646,0.5333333333333333,0.47058823529411764,0.5,0.5625,0.5294117647058824,0.5454545454545455,0.5294117647058824,0.5294117647058824,0.5294117647058824,0.5,0.5294117647058824,0.5142857142857143,0.47368421052631576,0.5294117647058824,0.5,0.45,0.5294117647058824,0.48648648648648646,0.7751984126984127
