Query_ID,Query_Text,Index_Name,Document_ID,Author,Book,Aphorism_Number,Aphorism_Content,Search_Score,Relevance_Score,Evaluator_Comments
Q1,Love as collective happiness,aphorisms_basic,6MVe2ZcBtDh5HkqoEYtL,Friedrich Wilhelm Nietzsche,The Joyful Wisdom,213,"_The Way to Happiness._--A sage asked of a fool the way to happiness. The fool answered without delay, like one who had been asked the way to the next town: ""Admire yourself, and live on the street!"" ""Hold,"" cried the sage, ""you require too much; it suffices to admire oneself!"" The fool replied: ""But how can one constantly admire without constantly despising?""",7.961989,0,
Q1,Love as collective happiness,aphorisms_basic,CMVe2ZcBtDh5HkqoAInC,Friedrich Wilhelm Nietzsche,The Joyful Wisdom,28,"_Injuring with ones best Qualities._--Out strong points sometimes drive us so far forward that we cannot any longer endure our weaknesses, and we perish by them: we also perhaps see this result beforehand, but nevertheless do not want it to be otherwise. We then become hard towards that which would fain be spared in us, and our pitilessness is also our greatness. Such an experience, which must in the end cost us our Hie, is a symbol of the collective effect of great men upon others and upon their epoch:--it is just with their best abilities, with that which only _they_ can do, that they destroy much that is weak, uncertain, evolving, and _willing,_ and are thereby injurious. Indeed, the case may happen in which, taken on the whole, they only do injury, because their best is accepted and drunk up as it were solely by those who lose their understanding and their egoism by it, as by too strong a beverage; they become so intoxicated that they go breaking their limbs on all the wrong roads where their drunkenness drives them.",7.9239335,0,
Q1,Love as collective happiness,aphorisms_basic,gMVe2ZcBtDh5HkqoII7Z,Friedrich Wilhelm Nietzsche,The Joyful Wisdom,379,"_The Fool's Interruption._--It is not a misanthrope who has written this book: the hatred of men costs too dear to-day. To hate as they formerly hated _man,_ in the fashion of Timon, completely, without qualification, with all the heart, from the pure _love_ of hatred--for that purpose one would have to renounce contempt:--and how much refined pleasure, how much patience, how much benevolence even, do we owe to contempt! Moreover we are thereby the ""elect of God"": refined contempt is our taste and privilege, our art, our virtue perhaps, we, the most modern amongst the moderns!... Hatred, on the contrary, makes equal, it puts men face to face, in hatred there is honour; finally, in hatred there is _fear,_ quite a large amount of fear. We fearless ones, however, we, the most intellectual men of the period, know our advantage well enough to live without fear as the most intellectual persons of this age. People will not easily behead us, shut us up, or banish us; they will not even ban or burn our books. The age loves intellect, it loves us, and needs us, even when we have to give it to understand that we are artists in despising; that all intercourse with men is something of a horror to us; that with all our gentleness, patience, humanity and courteousness, we cannot persuade our nose to abandon its prejudice against the proximity of man; that we love nature the more, the less humanly things are done by her, and that we love art _when_ it is the flight of the artist from man, or the raillery of the artist at man, or the raillery of the artist at himself....",7.5467744,0,
Q1,Love as collective happiness,aphorisms_basic,aMVd2ZcBtDh5Hkqo94cn,Johann Wolfgang von Goethe,Maxims and Reflections,514,"Kant taught us the critique of the reason. We must have a critique of the senses if Art in general, and especially German Art, is ever to regain its tone and move forward on the path of life and happiness. SCIENCE",7.4563565,0,
Q1,Love as collective happiness,aphorisms_basic,oMVe2ZcBtDh5HkqoBIk5,Friedrich Wilhelm Nietzsche,The Joyful Wisdom,67,_Self-dissembling._--She loves him now and has since been looking forth with as quiet confidence as a cow; but alas! It was precisely his delight that she seemed so fitful and absolutely incomprehensible! He had rather too much steady weather in himself already! Would she not do well to feign her old character? to feign indifference? Does not--love itself advise her _to do so? Vivat comœdia!_,7.436081,0,
Q1,Love as collective happiness,aphorisms_basic,iMVe2ZcBtDh5HkqoJo9s,Ludwig Feuerbach,Philosophy of Future,33,"The new philosophy looks upon being - being as given to us not only as thinking, but also as really existing being  - as the object of being, as its own object.  Being as the object of being - and this alone is truly, and deserves the name of, being - is sensuous being; that is, the being involved in sense perception, feeling, and love.  Or in other words, being is a secret underlying sense perception, feeling, and love. Only in feeling and love has the demonstrative this - this person, this thing, that is, the particular - absolute value; only then is the finite infinite. In this and this alone does the infinite depth, divinity, and truth of love consist.  In love alone resides the truth and reality of the God who counts the hairs on your head.  The Christian God himself is only an abstraction from human love and an image of it. And since the demonstrative this owes its absolute value to love alone, it is only in love - not in abstract thought - that the secret of being is revealed.  Love is passion, and passion alone is the distinctive mark of existence.  Only that which. is an object of passion, exists - whether as reality or possibility.  Abstract thought, which is devoid of feeling and passion, abolishes the distinction between being and non-being; non-existent for thought, this distinction is a reality for love.  To love is nothing else than to become aware of this distinction.  It is a matter of complete indifference to someone who loves nothing whether something exists or not, and be that what it may.  But just as being as distinguished from non-being is given to me through love or feeling in general, so is everything else that is other than me given to me through love.  Pain is a loud protest against identifying the subjective with the objective.  The pain of love means that what is in the mind is not given in reality, or in other words, the subjective is here the objective, the concept itself the object.  But this is precisely what ought not to be, what is a contradiction, an untruth, a misfortune - hence, the desire for that true state of affairs in which the subjective and the objective are not identical.  Even physical pain clearly expresses this distinction.  The pain of hunger means that there is nothing objective inside the stomach, that the stomach is, so to speak, its own object, that its empty walls grind against each other instead of grinding some content.  Human feelings have, therefore, no empirical or anthropological significance in the sense of the old transcendental philosophy; they have, rather, an ontological and metaphysical significance: Feelings, everyday feelings, contain the deepest and highest truths.  Thus, for example, love is the true ontological demonstration of the existence of objects apart from our head: There is no other proof of being except love or feeling in general.  Only that whose being brings you joy and whose not-being, pain has existence.  The difference between subject and object, being and non-being is as happy a difference as it is painful.",7.3448076,1,
Q1,Love as collective happiness,aphorisms_basic,BMVe2ZcBtDh5HkqoM5Jr,Friedrich Wilhelm Nietzsche,The Antichrist,1,"--Let us look each other in the face. We are Hyperboreans--we know well enough how remote our place is. ""Neither by land nor by water will you find the road to the Hyperboreans"": even Pindar,[1] in his day, knew _that_ much about us. Beyond the North, beyond the ice, beyond _death_--_our_ life, _our_ happiness.... We have discovered that happiness; we know the way; we got our knowledge of it from thousands of years in the labyrinth. Who _else_ has found it?--The man of today?--""I don't know either the way out or the way in; I am whatever doesn't know either the way out or the way in""--so sighs the man of today.... _This_ is the sort of modernity that made us ill,--we sickened on lazy peace, cowardly compromise, the whole virtuous dirtiness of the modern Yea and Nay. This tolerance and _largeur_ of the heart that ""forgives"" everything because it ""understands"" everything is a sirocco to us. Rather live amid the ice than among modern virtues and other such south-winds!... We were brave enough; we spared neither ourselves nor others; but we were a long time finding out _where_ to direct our courage. We grew dismal; they called us fatalists. _Our_ fate--it was the fulness, the tension, the _storing up_ of powers. We thirsted for the lightnings and great deeds; we kept as far as possible from the happiness of the weakling, from ""resignation""... There was thunder in our air; nature, as we embodied it, became overcast--_for we had not yet found the way_. The formula of our happiness: a Yea, a Nay, a straight line, a _goal_.... [1] _Cf._ the tenth Pythian ode. See also the fourth book of Herodotus. The Hyperboreans were a mythical people beyond the Rhipaean mountains, in the far North. They enjoyed unbroken happiness and perpetual youth.",7.286665,0,
Q1,Love as collective happiness,aphorisms_basic,gMVe2ZcBtDh5HkqoCYqX,Friedrich Wilhelm Nietzsche,The Joyful Wisdom,123,"_Knowledge more than a Means._--Also _without_ this passion--I refer to the passion for knowledge--science would be furthered: science has hitherto increased and grown up without it. The good faith in science, the prejudice in its favour, by which States are at present dominated (it was even the Church formerly), rests fundamentally on the fact that the absolute inclination and impulse has so rarely revealed itself in it, and that science is regarded _not_ as a passion, but as a condition and an ""ethos."" Indeed, _amour-plaisir_ of knowledge (curiosity) often enough suffices, _amour-vanité_ suffices, and habituation to it, with the afterthought of obtaining honour and bread; it even suffices for many that they do not know what to do with a surplus of leisure, except to continue reading, collecting, arranging, observing and narrating; their ""scientific impulse"" is their ennui. Pope Leo X once (in the brief to Beroaldus) sang the praise of science; he designated it as the finest ornament and the greatest pride of our life, a noble employment in happiness and in misfortune; ""without it,"" he says finally, ""all human undertakings would be without a firm basis,--even with it they are still sufficiently mutable and insecure!"" But this rather sceptical Pope, like all other ecclesiastical panegyrists of science, suppressed his ultimate judgment concerning it. If one may deduce from his words what is remarkable enough for such a lover of art, that he places science above art it is alter all, however, only from politeness that he omits to speak of that which he places high above all science: the ""revealed truth,"" and the ""eternal salvation o the soul,""--what are ornament, pride, entertainment and security of life to him, in comparison thereto? ""Science is something of secondary rank, nothing ultimate or unconditioned, no object of passion""--this judgment was kept back in Leos soul: the truly Christian judgment concerning science! In antiquity its dignity and appreciation were lessened by the fact that, even among its most eager disciples, the striving after _virtue_ stood foremost and that people thought they had given the highest praise to knowledge when they celebrated it as the best means to virtue. It is something new in history that knowledge claims to be more than a means.",6.9471655,0,
Q1,Love as collective happiness,aphorisms_basic,EMVe2ZcBtDh5HkqoGI0T,Friedrich Wilhelm Nietzsche,The Joyful Wisdom,287,"_Love of Blindness._--""My thoughts,"" said the wanderer to his shadow, ""ought to show me where I stand, but they should not betray to me _whither I go._ I love ignorance of the future, and do not want to come to grief by impatience and anticipatory tasting of promised things.""",6.5130463,0,
Q1,Love as collective happiness,aphorisms_basic,qMVe2ZcBtDh5HkqoLJAp,Ludwig Feuerbach,The Reform of Philosophy,40,"Speculative philosophy has made the development separated from time into a form and attribute of the absolute. Yet this separation of development from time is a true masterpiece of speculative arbitrariness and the resounding proof that speculative philosophers have dealt with their absolute just as have theologians with their God who has all the emotions of the human being without emotion, who loves without love, and rages without rage. Development without time is as much as development without development. The assertion: the absolute entity develops itself out of itself moreover, is a true and rational assertion only in reverse. In other words, it must mean: only a self-developing entity temporally unfolding, is a true an actual, an absolute entity.",6.4761147,0,
Q1,Love as collective happiness,aphorisms_stemmed,7cVe2ZcBtDh5HkqoF4ws,Friedrich Wilhelm Nietzsche,The Joyful Wisdom,278,"_The Thought of Death._--It gives me a melancholy happiness to live in the midst of this confusion of streets, of necessities, of voices: how much enjoyment, impatience and desire, how much thirsty life and drunkenness of life comes to light here every moment! And yet it will soon be so still for all these shouting, lively, life-loving people! How everyone's shadow, his gloomy travelling-companion stands behind him! It is always as in the last moment before the departure of an emigrant-ship: people have more than ever to say to one another, the hour presses, the ocean with its lonely silence waits impatiently behind all the noise--so greedy, so certain of its prey! And all, all, suppose that the past has been nothing, or a small matter, that the near future is everything: hence this haste, this crying, this self-deafening and self-overreaching! Everyone wants to be foremost in this future,--and yet death and the stillness of death are the only things certain and common to all in this future! How strange that this sole thing that is certain and common to all, exercises almost no influence on men, and that they are the _furthest_ from regarding themselves as the brotherhood of death! It makes me happy to see that men do not want to think at all of the idea of death! I would fain do something to make the idea of life even a hundred times _more worthy of their attention_.",8.462736,0,
Q1,Love as collective happiness,aphorisms_stemmed,AcVe2ZcBtDh5HkqoM5Jb,Ludwig Feuerbach,The Essence of Religion,55,"«As your heart, so is your God.» As the wishes of men , so are their Gods. The Greeks had limited Gods - that means : they had limited wishes . The Greeks did not wish to live forever, they only wished not to grow old and die, and they did not absolutely wish not to die, they only wished not to die now - unpleasant things always come too soon for man - only not in the bloom of their age, only not of a violent, painful death ; (25) they did not wish to be saved in heaven, only happy, only to live without trouble and pain ; they did not sigh as the Christians do, because they were subject to the necessity of Nature, to the wants of sexual instinct, of sleep, of eating and drinking ; they still submitted in their wishes to the limits of human nature ; they were not yet creators from nothing, they did not yet make wine from water, they only purified and distilled the water of Nature and changed it in an organic way into the blood of the Gods ; they drew the contents of divine and blissful life not from mere imagination, but from the materials of the real world ; they built the heaven of the Gods upon the ground of this earth. The Greeks did not make the divine,  the possible being, the original and end of the real one, but they made the real being the measure of the possible one. Even when they had refined and spiritualized their Gods by means of philosophy, their wishes were founded upon the ground of reality and human nature.. The Gods are realized wishes ; but the highest wish, the highest bliss of the philosopher, of the thinker as such,, is to think undisturbed. The Gods of the Greek philosopher - at least of the Greek philosopher par excellence, of the philosophical Jove, of Aristotle - are therefore undisturbed thinkers ; their happiness, their divinity, consists in the uninterrupted activity of thinking. But this activity, this happiness is itself a happiness, real within this world, within human nature - although here limited by interruptions - a defined, special, and therefore, in the conception of Christians, limited and poor happiness which is contradictory to the essence of true happiness ; for Christians have no limited but an unlimited God, surpassing all natural necessity, superhuman, extramundane,. transcendental,  tliey have unlimited , transcendental wishes which go beyond the world , beyond Nature , beyond the essence of man -  absolutely fantastic icishes. Christians wish to be infinitely greater and happier than the Gods of the Olympus ; their wish is a heaven in which all limits and all necessity of Nature are destroyed and all icishes are accomplished; (26) a heaven in which there exist no wants , no sufferings , no icounds , no struggles , no passions , no disturbances, no change of day and night, light and shade, joy and pain, as in the heaven of the Greeks. In short the object of their belief is no longer a limited, defined God, a God with the determined name of Jove, or Pluto, or Vulcan, but God without appellation, because the object of their wishes is not a named, finite, earthly happiness, a determined enjoyment, such as the enjoyment of love, or of beautiful music, or of moral liberty, or of thinking, but an enjoyment which embraces all enjoyments, yet which for this very reason is a transcendental one, surpassing all ideas and thoughts, the enjoyment of an infinite, unlimited, unspeakable, indescribable happiness. Happiness and divinity are the same thing. Happiness as an object of belief, of imagination, generally as a theoretical object, is the Deity, the deity as an object of the heart, of the will, (2T) of the wish as a practical object generally, is happiness. Or rather, the deity is an idea the truth and reality of which is only happiness. As far as the desire of happiness goes, so far, and no further, goes the idea of the deity. He who no longer has any supernatural wishes, has no longer any supernatural beings either.",8.448492,0,
Q1,Love as collective happiness,aphorisms_stemmed,0cVd2ZcBtDh5Hkqo6IS5,Johann Wolfgang von Goethe,Maxims and Reflections,348,"All direct invitation to live up to ideals is of doubtful value, particularly if addressed to women. Whatever the reason of it may be, a man of any importance collects round him a seraglio of a more or less religious, moral, and æsthetic character.",7.7688203,0,
